Team,Date,Event,Opponent,OpponentCountry,Map,TeamScore,OpponentScore,W/L
Energy,2018/04/12,ESEA Open Season 27 South Africa,Goliath,South Africa,Inferno,16,13,W
Energy,2018/01/21,WESG 2017 South Africa,Bravado,South Africa,Inferno,2,16,L
Energy,2018/01/21,WESG 2017 South Africa,Bravado,South Africa,Cache,10,16,L
Energy,2018/01/21,WESG 2017 South Africa,Bravado,South Africa,Mirage,16,11,W
Energy,2018/01/20,WESG 2017 South Africa,Skeletons Again,South Africa,Mirage,16,10,W
Energy,2017/12/11,ESEA Open Season 26 South Africa,Big 5,South Africa,Cache,12,16,L
Energy,2017/12/11,ESEA Open Season 26 South Africa,Big 5,South Africa,Inferno,19,15,W
Energy,2017/12/11,ESEA Open Season 26 South Africa,Big 5,South Africa,Cobblestone,15,19,L
Energy,2017/11/29,ESEA Open Season 26 South Africa,xAstris,South Africa,Cobblestone,16,3,W
Energy,2017/11/29,ESEA Open Season 26 South Africa,xAstris,South Africa,Inferno,16,7,W
Energy,2017/10/07,ESL African Championship Season 2 Finals,Bravado,South Africa,Cobblestone,16,10,W
Energy,2017/10/07,ESL African Championship Season 2 Finals,Bravado,South Africa,Mirage,16,8,W
Energy,2017/10/07,ESL African Championship Season 2 Finals,Bravado,South Africa,Cache,16,2,W
Energy,2017/10/06,ESL African Championship Season 2 Finals,Limitless,Algeria,Cobblestone,16,10,W
Energy,2017/10/06,ESL African Championship Season 2 Finals,Limitless,Algeria,Cache,16,14,W
Energy,2017/09/04,ESEA Open Season 25 South Africa,Bravado,South Africa,Mirage,13,16,L
Energy,2017/09/04,ESEA Open Season 25 South Africa,Bravado,South Africa,Cobblestone,5,16,L
Energy,2017/08/14,ESEA Open Season 25 South Africa,Goliath,South Africa,Cache,16,4,W
Energy,2017/08/14,ESEA Open Season 25 South Africa,Goliath,South Africa,Overpass,16,11,W
Energy,2017/08/09,ESEA Open Season 25 South Africa,Orgless,South Africa,Inferno,16,9,W
Energy,2017/08/09,ESEA Open Season 25 South Africa,Orgless,South Africa,Mirage,16,4,W
Energy,2017/07/16,ESL African Championship Season 1,Bravado,South Africa,Overpass,18,22,L
Energy,2017/07/16,ESL African Championship Season 1,Bravado,South Africa,Inferno,6,16,L
Energy,2017/07/16,ESL African Championship Season 1,Bravado,South Africa,Cobblestone,19,15,W
Energy,2017/07/16,ESL African Championship Season 1,Bravado,South Africa,Mirage,4,16,L
Energy,2017/07/15,ESL African Championship Season 1,Big 5,South Africa,Cache,16,7,W
Energy,2017/07/15,ESL African Championship Season 1,Big 5,South Africa,Train,16,5,W
Energy,2017/05/07,Mettlestate Galaxy CS:GO Championship 2017,Bravado,South Africa,Overpass,9,16,L
Energy,2017/05/07,Mettlestate Galaxy CS:GO Championship 2017,Bravado,South Africa,Cache,5,16,L
Energy,2017/05/07,Mettlestate Galaxy CS:GO Championship 2017,Damage Control,South Africa,Inferno,16,7,W
Energy,2017/05/07,Mettlestate Galaxy CS:GO Championship 2017,Damage Control,South Africa,Overpass,16,3,W
Energy,2017/05/06,Mettlestate Galaxy CS:GO Championship 2017,FlipSid3 Africa,South Africa,Inferno,16,12,W
Energy,2017/05/06,Mettlestate Galaxy CS:GO Championship 2017,FlipSid3 Africa,South Africa,Overpass,16,10,W
Energy,2017/05/06,Mettlestate Galaxy CS:GO Championship 2017,xTc,South Africa,Overpass,16,5,W
Energy,2017/05/06,Mettlestate Galaxy CS:GO Championship 2017,xTc,South Africa,Inferno,16,13,W
Energy,2017/05/06,Mettlestate Galaxy CS:GO Championship 2017,Damage Control,South Africa,Inferno,5,16,L
Energy,2017/05/05,Mettlestate Galaxy CS:GO Championship 2017,puLse,South Africa,Inferno,16,7,W
Energy,2017/04/23,ESEA Open Season 24 South Africa,Bravado,South Africa,Train,6,16,L
Energy,2017/04/23,ESEA Open Season 24 South Africa,Bravado,South Africa,Inferno,16,9,W
Energy,2017/04/23,ESEA Open Season 24 South Africa,Bravado,South Africa,Overpass,14,16,L
Energy,2017/04/20,ESEA Open Season 24 South Africa,Aperture,South Africa,Overpass,16,9,W
Energy,2017/04/20,ESEA Open Season 24 South Africa,Aperture,South Africa,Cache,16,2,W
Energy,2017/04/20,ESEA Open Season 24 South Africa,Aperture,South Africa,Nuke,9,16,L
Energy,2017/04/12,ESEA Open Season 24 South Africa,White Rabbit,South Africa,Nuke,16,9,W
Energy,2017/04/12,ESEA Open Season 24 South Africa,White Rabbit,South Africa,Inferno,16,1,W
Energy,2017/04/02,Mega8 Autumn Cup 2017,Bravado,South Africa,Cache,6,16,L
Energy,2017/04/02,Mega8 Autumn Cup 2017,Bravado,South Africa,Mirage,10,16,L
Energy,2017/04/02,Mega8 Autumn Cup 2017,Damage Control,South Africa,Overpass,16,11,W
Energy,2017/04/02,Mega8 Autumn Cup 2017,Damage Control,South Africa,Nuke,16,10,W
Energy,2017/04/01,Mega8 Autumn Cup 2017,FlipSid3 Africa,South Africa,Overpass,16,11,W
Energy,2017/04/01,Mega8 Autumn Cup 2017,Aperture,South Africa,Train,16,4,W
Energy,2017/04/01,Mega8 Autumn Cup 2017,Bravado,South Asia,Overpass,7,16,L
Energy,2017/04/01,Mega8 Autumn Cup 2017,Bravado,South Africa,Cache,8,16,L
Energy,2017/03/31,Mega8 Autumn Cup 2017,Veneration Rejects,South Africa,Mirage,16,6,W
Energy,2017/03/31,Mega8 Autumn Cup 2017,Veneration Rejects,South Africa,Overpass,16,9,W
Energy,2017/03/01,Mettlestate Exhibition Match,Bravado,South Africa,Overpass,16,11,W
Energy,2017/03/01,Mettlestate Exhibition Match,Bravado,South Africa,Mirage,16,6,W
Energy,2017/03/01,Mettlestate Exhibition Match,Bravado,South Africa,Cobblestone,10,16,L
Energy,2016/09/03,Evetech Champions League 2016,Aperture,South Africa,Cache,1,16,L
Energy,2016/09/03,Evetech Champions League 2016,Aperture,South Africa,Mirage,6,16,L
Energy,2016/09/02,Evetech Champions League 2016,xTc,South Africa,Train,9,16,L
Energy,2016/09/02,Evetech Champions League 2016,xTc,South Africa,Cobblestone,16,19,L
Energy,2016/08/08,ESEA Open Season 22 South Africa,Damage Control,South Africa,Overpass,10,16,L
Energy,2016/08/08,ESEA Open Season 22 South Africa,Damage Control,South Africa,Dust2,16,4,W
Energy,2016/08/08,ESEA Open Season 22 South Africa,Damage Control,South Africa,Mirage,11,16,L
Energy,2016/07/30,ESWC 2016 South African Qualifier,Bravado,South Africa,Train,2,16,L
Energy,2016/07/30,ESWC 2016 South African Qualifier,Bravado,South Africa,Overpass,12,16,L
Energy,2016/07/30,ESWC 2016 South African Qualifier,White Rabbit,South Africa,Overpass,16,14,W
Energy,2016/07/29,ESWC 2016 South African Qualifier,Aperture,South Africa,Cache,14,16,L
Energy,2016/07/29,ESWC 2016 South African Qualifier,Aperture,South Africa,Train,13,16,L
Energy,2016/03/24,Copenhagen Games 2016 BYOC Qualifier,OBEY,Denmark,Inferno,7,16,L
Energy,2016/03/24,Copenhagen Games 2016 BYOC Qualifier,WDHA,Europe,Cobblestone,16,7,W
Energy,2016/03/24,Copenhagen Games 2016 BYOC Qualifier,OBEY,Denmark,Dust2,14,16,L
Energy,2016/02/13,GWZA Season 1 Finals,carboN,South Africa,Inferno,11,16,L
Energy,2016/02/13,GWZA Season 1 Finals,carboN,South Africa,Cobblestone,16,14,W
Energy,2016/02/13,GWZA Season 1 Finals,carboN,South Africa,Mirage,14,16,L
Energy,2016/02/13,GWZA Season 1 Finals,Aperture,South Africa,Train,12,16,L
Energy,2016/02/13,GWZA Season 1 Finals,Aperture,South Africa,Inferno,8,16,L
Energy,2016/02/13,GWZA Season 1 Finals,Aperture,South Africa,Mirage,16,6,W
Energy,2015/12/12,BHG CS:GO Tournament,PewPew-Armada,South Africa,Inferno,16,2,W
Energy,2015/12/12,BHG CS:GO Tournament,PewPew-Armada,South Africa,Cache,16,8,W
Energy,2015/10/03,MWEB GameZone Masters Series,Aperture,South Africa,Inferno,16,0,W
Energy,2015/10/03,MWEB GameZone Masters Series,Aperture,South Africa,Mirage,5,16,L
Energy,2015/10/03,MWEB GameZone Masters Series,Aperture,South Africa,Overpass,16,3,W
Energy,2015/10/03,MWEB GameZone Masters Series,Bravado,South Africa,Dust2,2,16,L
Energy,2015/10/03,MWEB GameZone Masters Series,Bravado,South Africa,Mirage,9,16,L
Energy,2015/02/22,Battle for the Throne,Eternal Conflict,South Africa,Inferno,16,6,W
Energy,2015/02/22,Battle for the Throne,Eternal Conflict,South Africa,Cache,16,4,W
Energy,2015/02/18,Battle for the Throne,Damage Control,South Africa,Overpass,21,17,W
Energy,2015/02/18,Battle for the Throne,Damage Control,South Africa,Inferno,16,13,W
Energy,2015/02/18,Battle for the Throne,Damage Control,South Africa,Cache,12,16,L
Energy,2014/10/30,ESWC 2014,London Conspiracy,Norway,Cache,7,16,L
Energy,2014/10/30,ESWC 2014,Natus Vincere,Ukraine,Nuke,10,16,L
Energy,2014/10/30,ESWC 2014,k1ck,Portugal,Cache,8,16,L
Energy,2014/10/30,ESWC 2014,fnatic,Sweden,Mirage,1,16,L
Energy,2014/10/30,ESWC 2014,pow,China,Inferno,5,16,L
Energy,2014/10/11,Telkom Gaming CS:GO Championships 2014,Damage Control,South Africa,Mirage,19,22,L
Energy,2014/10/11,Telkom Gaming CS:GO Championships 2014,Damage Control,South Africa,Dust2,7,16,L
Energy,2014/10/11,Telkom Gaming CS:GO Championships 2014,Damage Control,South Africa,Cache,16,3,W
Energy,2014/10/11,Telkom Gaming CS:GO Championships 2014,Bravado,South Africa,Nuke,17,19,L
Energy,2014/10/11,Telkom Gaming CS:GO Championships 2014,Bravado,South Africa,Cache,16,12,W
Energy,2014/10/11,Telkom Gaming CS:GO Championships 2014,Bravado,South Africa,Dust2,14,16,L
EXDHQ,2024/08/21,Perfect World Shanghai Major 2024 ZA RMR Open Qualifier,Punishers,South Africa,Inferno,5,13,L
EXDHQ,2024/08/21,Perfect World Shanghai Major 2024 ZA RMR Open Qualifier,Punishers,South Africa,Ancient,10,13,L
Big 5,2021/10/17,ESEA Autumn 2021 Cash Cup South Africa,Bravado,South Africa,Mirage,7,16,L
Big 5,2021/10/17,ESEA Autumn 2021 Cash Cup South Africa,Bravado,South Africa,Inferno,5,16,L
Big 5,2021/10/17,ESEA Autumn 2021 Cash Cup South Africa,Bravado,South Africa,Overpass,16,9,W
Big 5,2020/04/01,ESEA Open Season 33 South Africa,Goliath,South Africa,Mirage,5,16,L
Big 5,2020/04/01,ESEA Open Season 33 South Africa,Goliath,South Africa,Nuke,6,16,L
Big 5,2019/12/04,ESEA Open Season 32 South Africa,Sinister5,South Africa,Mirage,12,16,L
Big 5,2019/12/04,ESEA Open Season 32 South Africa,Sinister5,South Africa,Inferno,10,16,L
Big 5,2019/11/27,ESEA Open Season 32 South Africa,Gamedock,South Africa,Inferno,16,4,W
Big 5,2019/11/27,ESEA Open Season 32 South Africa,Gamedock,South Africa,Mirage,16,2,W
Big 5,2019/09/29,Mettlestate ROG Invitational,Energy,South Africa,Train,8,16,L
Big 5,2019/09/29,Mettlestate ROG Invitational,Energy,South Africa,Overpass,13,16,L
Big 5,2019/09/29,Mettlestate ROG Invitational,Energy,South Africa,Inferno,19,16,W
Big 5,2019/09/22,Telkom VS Gaming Masters 2019,Energy,South Africa,Inferno,16,19,L
Big 5,2019/09/22,Telkom VS Gaming Masters 2019,Energy,South Africa,Overpass,13,16,L
Big 5,2019/09/22,Telkom VS Gaming Masters 2019,Energy,South Africa,Mirage,16,11,W
Big 5,2019/09/22,Telkom VS Gaming Masters 2019,Sinister5,South Africa,Train,19,16,W
Big 5,2019/09/22,Telkom VS Gaming Masters 2019,Sinister5,South Africa,Overpass,16,8,W
Big 5,2019/09/21,Telkom VS Gaming Masters 2019,Omnius,South Africa,Overpass,16,5,W
Big 5,2019/09/21,Telkom VS Gaming Masters 2019,Omnius,South Africa,Train,16,7,W
Big 5,2019/08/02,Syntech Masters,Goliath,South Africa,Train,9,16,L
Big 5,2019/08/02,Syntech Masters,Goliath,South Africa,Inferno,12,16,L
Big 5,2019/08/02,Syntech Masters,Goliath,South Africa,Mirage,16,7,W
Big 5,2019/07/11,ESEA Open Season 31 South Africa,Sinister5,South Africa,Dust2,10,16,L
Big 5,2019/07/11,ESEA Open Season 31 South Africa,Sinister5,South Africa,Mirage,9,16,L
Big 5,2019/07/11,ESEA Open Season 31 South Africa,Sinister5,South Africa,Inferno,19,16,W
Big 5,2019/07/07,VS Gaming CS:GO Championship 2019,Energy,South Africa,Dust2,16,13,W
Big 5,2019/07/07,VS Gaming CS:GO Championship 2019,Energy,South Africa,Train,8,16,L
Big 5,2019/07/07,VS Gaming CS:GO Championship 2019,Energy,South Africa,Mirage,16,12,W
Big 5,2019/07/06,VS Gaming CS:GO Championship 2019,Goliath,South Africa,Inferno,28,26,W
Big 5,2019/07/06,VS Gaming CS:GO Championship 2019,Goliath,South Africa,Mirage,16,1,W
Big 5,2019/05/27,Asia Minor CSA Closed Qualifier - StarLadder Major 2019,Sinister5,South Africa,Overpass,10,16,L
Big 5,2019/05/27,Asia Minor CSA Closed Qualifier - StarLadder Major 2019,Sinister5,South Africa,Mirage,16,7,W
Big 5,2019/05/27,Asia Minor CSA Closed Qualifier - StarLadder Major 2019,Sinister5,South Africa,Dust2,11,16,L
Big 5,2019/05/26,Asia Minor CSA Closed Qualifier - StarLadder Major 2019,Energy,South Africa,Overpass,3,16,L
Big 5,2019/05/26,Asia Minor CSA Closed Qualifier - StarLadder Major 2019,Energy,South Africa,Dust2,16,9,W
Big 5,2019/05/26,Asia Minor CSA Closed Qualifier - StarLadder Major 2019,Energy,South Africa,Inferno,19,22,L
Big 5,2019/05/26,Asia Minor CSA Closed Qualifier - StarLadder Major 2019,Ladon,South Africa,Dust2,16,5,W
Big 5,2019/05/26,Asia Minor CSA Closed Qualifier - StarLadder Major 2019,Ladon,South Africa,Inferno,16,5,W
Big 5,2019/05/15,Asia Minor CSA Open Qualifier 1 - StarLadder Major 2019,Exdee,South Africa,Inferno,16,8,W
Big 5,2019/05/15,Asia Minor CSA Open Qualifier 1 - StarLadder Major 2019,Exdee,South Africa,Mirage,16,12,W
Big 5,2018/09/16,VS Gaming Masters 2018 Finals,eNergy Academy,South Africa,Dust2,10,16,L
Big 5,2018/09/16,VS Gaming Masters 2018 Finals,eNergy Academy,South Africa,Mirage,6,16,L
Big 5,2018/09/15,VS Gaming Masters 2018 Finals,Goliath,South Africa,Dust2,16,5,W
Big 5,2018/09/15,VS Gaming Masters 2018 Finals,Goliath,South Africa,Inferno,12,16,L
Big 5,2018/09/15,VS Gaming Masters 2018 Finals,Goliath,South Africa,Mirage,16,3,W
Big 5,2018/08/16,ESEA Open Season 28 South Africa,Energy,South Africa,Inferno,4,16,L
Big 5,2018/08/16,ESEA Open Season 28 South Africa,Energy,South Africa,Train,13,16,L
Big 5,2018/08/09,ESEA Open Season 28 South Africa,xTc,South Africa,Overpass,16,9,W
Big 5,2018/08/09,ESEA Open Season 28 South Africa,xTc,South Africa,Cache,16,13,W
Big 5,2018/08/02,ESEA Open Season 28 South Africa,Sinister5,South Africa,Train,16,6,W
Big 5,2018/08/02,ESEA Open Season 28 South Africa,Sinister5,South Africa,Nuke,6,16,L
Big 5,2018/08/02,ESEA Open Season 28 South Africa,Sinister5,South Africa,Inferno,16,1,W
Big 5,2017/12/14,ESEA Open Season 26 South Africa,Bravado,South Africa,Train,9,16,L
Big 5,2017/12/14,ESEA Open Season 26 South Africa,Bravado,South Africa,Cobblestone,2,16,L
Big 5,2017/12/11,ESEA Open Season 26 South Africa,Energy,South Africa,Cache,16,12,W
Big 5,2017/12/11,ESEA Open Season 26 South Africa,Energy,South Africa,Inferno,15,19,L
Big 5,2017/12/11,ESEA Open Season 26 South Africa,Energy,South Africa,Cobblestone,19,15,W
Big 5,2017/12/03,ESEA Open Season 26 South Africa,Spartan,South Africa,Cobblestone,16,10,W
Big 5,2017/12/03,ESEA Open Season 26 South Africa,Spartan,South Africa,Inferno,16,9,W
Big 5,2017/08/13,ESEA Open Season 25 South Africa,Bravado,South Africa,Cache,5,16,L
Big 5,2017/08/13,ESEA Open Season 25 South Africa,Bravado,South Africa,Overpass,2,16,L
Big 5,2017/08/09,ESEA Open Season 25 South Africa,Damage Control,South Africa,Inferno,16,11,W
Big 5,2017/08/09,ESEA Open Season 25 South Africa,Damage Control,South Africa,Mirage,16,5,W
Big 5,2017/07/16,ESL African Championship Season 1,Damage Control,South Africa,Mirage,16,5,W
Big 5,2017/07/16,ESL African Championship Season 1,Damage Control,South Africa,Cache,14,16,L
Big 5,2017/07/16,ESL African Championship Season 1,Damage Control,South Africa,Cobblestone,16,1,W
Big 5,2017/07/15,ESL African Championship Season 1,Energy,South Africa,Cache,7,16,L
Big 5,2017/07/15,ESL African Championship Season 1,Energy,South Africa,Train,5,16,L
Sinister5,2021/09/25,Telkom VS Gaming Masters 2021,Bravado,South Africa,Inferno,10,16,L
Sinister5,2021/09/25,Telkom VS Gaming Masters 2021,Bravado,South Africa,Dust2,19,17,W
Sinister5,2021/09/25,Telkom VS Gaming Masters 2021,Bravado,South Africa,Overpass,5,16,L
Sinister5,2021/09/24,Telkom VS Gaming Masters 2021,Goliath,South Africa,Overpass,16,10,W
Sinister5,2021/09/24,Telkom VS Gaming Masters 2021,Goliath,South Africa,Dust2,16,19,L
Sinister5,2021/09/24,Telkom VS Gaming Masters 2021,Goliath,South Africa,Vertigo,16,7,W
Sinister5,2021/07/15,ESEA Intermediate Season 37 South Africa,Bravado,South Africa,Inferno,5,16,L
Sinister5,2021/07/15,ESEA Intermediate Season 37 South Africa,Bravado,South Africa,Dust2,13,16,L
Sinister5,2021/07/15,ESEA Intermediate Season 37 South Africa,Bravado,South Africa,Mirage,16,13,W
Sinister5,2021/07/13,ESEA Intermediate Season 37 South Africa,White Rabbit,South Africa,Mirage,16,14,W
Sinister5,2021/07/13,ESEA Intermediate Season 37 South Africa,White Rabbit,South Africa,Inferno,16,12,W
Sinister5,2021/04/15,EGL One Season 2,DNMK,South Africa,Train,3,16,L
Sinister5,2021/04/15,EGL One Season 2,DNMK,South Africa,Vertigo,16,8,W
Sinister5,2021/04/15,EGL One Season 2,DNMK,South Africa,Mirage,5,16,L
Sinister5,2020/09/25,Telkom VS Gaming Masters 2020,DNMK,South Africa,Train,5,16,L
Sinister5,2020/09/25,Telkom VS Gaming Masters 2020,DNMK,South Africa,Inferno,10,16,L
Sinister5,2019/12/04,ESEA Open Season 32 South Africa,Big 5,South Africa,Mirage,16,12,W
Sinister5,2019/12/04,ESEA Open Season 32 South Africa,Big 5,South Africa,Inferno,16,10,W
Sinister5,2019/11/25,ESEA Open Season 32 South Africa,Goliath,South Africa,Nuke,16,7,W
Sinister5,2019/11/25,ESEA Open Season 32 South Africa,Goliath,South Africa,Train,16,13,W
Sinister5,2019/09/29,Mettlestate ROG Invitational,Goliath,South Africa,Inferno,9,16,L
Sinister5,2019/09/29,Mettlestate ROG Invitational,Goliath,South Africa,Dust2,11,16,L
Sinister5,2019/09/28,Mettlestate ROG Invitational,Goliath,South Africa,Nuke,16,11,W
Sinister5,2019/09/22,Telkom VS Gaming Masters 2019,Big 5,South Africa,Train,16,19,L
Sinister5,2019/09/22,Telkom VS Gaming Masters 2019,Big 5,South Africa,Overpass,8,16,L
Sinister5,2019/09/21,Telkom VS Gaming Masters 2019,White Rabbit,South Africa,Inferno,16,13,W
Sinister5,2019/09/21,Telkom VS Gaming Masters 2019,White Rabbit,South Africa,Nuke,16,14,W
Sinister5,2019/09/21,Telkom VS Gaming Masters 2019,White Rabbit,South Africa,Dust2,14,16,L
Sinister5,2019/08/04,Syntech Masters,Goliath,South Africa,Train,6,16,L
Sinister5,2019/08/04,Syntech Masters,Goliath,South Africa,Mirage,10,16,L
Sinister5,2019/08/04,Syntech Masters,Goliath,South Africa,Dust2,3,16,L
Sinister5,2019/08/03,Syntech Masters,White Rabbit,South Africa,Mirage,16,9,W
Sinister5,2019/07/19,ESEA Open Season 31 South Africa,Goliath,South Africa,Overpass,4,16,L
Sinister5,2019/07/19,ESEA Open Season 31 South Africa,Goliath,South Africa,Inferno,22,19,W
Sinister5,2019/07/19,ESEA Open Season 31 South Africa,Goliath,South Africa,Nuke,10,16,L
Sinister5,2019/07/11,ESEA Open Season 31 South Africa,Big 5,South Africa,Dust2,16,10,W
Sinister5,2019/07/11,ESEA Open Season 31 South Africa,Big 5,South Africa,Mirage,16,9,W
Sinister5,2019/07/11,ESEA Open Season 31 South Africa,Big 5,South Africa,Inferno,16,19,L
Sinister5,2019/05/28,Asia Minor CSA Closed Qualifier - StarLadder Major 2019,Energy,South Africa,Overpass,6,16,L
Sinister5,2019/05/28,Asia Minor CSA Closed Qualifier - StarLadder Major 2019,Energy,South Africa,Train,13,16,L
Sinister5,2019/05/27,Asia Minor CSA Closed Qualifier - StarLadder Major 2019,TOLY,South Africa,Dust2,16,6,W
Sinister5,2019/05/27,Asia Minor CSA Closed Qualifier - StarLadder Major 2019,TOLY,South Africa,Train,16,13,W
Sinister5,2019/05/27,Asia Minor CSA Closed Qualifier - StarLadder Major 2019,Big 5,South Africa,Overpass,16,10,W
Sinister5,2019/05/27,Asia Minor CSA Closed Qualifier - StarLadder Major 2019,Big 5,South Africa,Mirage,7,16,L
Sinister5,2019/05/27,Asia Minor CSA Closed Qualifier - StarLadder Major 2019,Big 5,South Africa,Dust2,16,11,W
Sinister5,2019/05/26,Asia Minor CSA Closed Qualifier - StarLadder Major 2019,ViNCO,South Africa,Mirage,16,9,W
Sinister5,2019/05/26,Asia Minor CSA Closed Qualifier - StarLadder Major 2019,ViNCO,South Africa,Inferno,16,6,W
Sinister5,2019/05/26,Asia Minor CSA Closed Qualifier - StarLadder Major 2019,TOLY,South Africa,Train,12,16,L
Sinister5,2019/05/26,Asia Minor CSA Closed Qualifier - StarLadder Major 2019,TOLY,South Africa,Dust2,11,16,L
Sinister5,2018/08/02,ESEA Open Season 28 South Africa,Big 5,South Africa,Train,6,16,L
Sinister5,2018/08/02,ESEA Open Season 28 South Africa,Big 5,South Africa,Nuke,16,6,W
Sinister5,2018/08/02,ESEA Open Season 28 South Africa,Big 5,South Africa,Inferno,1,16,L
Sinister5,2018/04/18,ESEA Open Season 27 South Africa,Energy,South Africa,Cache,7,16,L
Sinister5,2018/04/18,ESEA Open Season 27 South Africa,Energy,South Africa,Cobblestone,2,16,L
Sinister5,2018/04/11,ESEA Open Season 27 South Africa,xTc,South Africa,Cache,16,12,W
Sinister5,2018/04/11,ESEA Open Season 27 South Africa,xTc,South Africa,Cobblestone,16,5,W
Sinister5,2018/04/11,ESEA Open Season 27 South Africa,xTc,South Africa,Mirage,12,16,L
Sinister5,2018/01/20,WESG 2017 South Africa,Bravado,South Africa,Mirage,4,16,L
ATK,2021/12/09,ESEA Premier Season 39 North America,DETONATE,United States,Ancient,16,12,W
ATK,2021/12/09,ESEA Premier Season 39 North America,DETONATE,United States,Inferno,16,10,W
ATK,2021/12/09,ESEA Premier Season 39 North America,DETONATE,United States,Nuke,10,16,L
ATK,2021/12/07,ESEA Premier Season 39 North America,Extra Salt,North America,Overpass,12,16,L
ATK,2021/12/07,ESEA Premier Season 39 North America,Extra Salt,North America,Ancient,6,16,L
ATK,2021/12/07,ESEA Premier Season 39 North America,Strife,United States,Overpass,16,19,L
ATK,2021/12/07,ESEA Premier Season 39 North America,Strife,United States,Inferno,14,16,L
ATK,2021/12/07,ESEA Premier Season 39 North America,Strife,United States,Nuke,16,6,W
ATK,2021/12/05,ESEA Autumn 2021 Cash Cup 6 North America,Triumph,United States,Nuke,14,16,L
ATK,2021/12/05,ESEA Autumn 2021 Cash Cup 6 North America,Triumph,United States,Inferno,17,19,L
ATK,2021/12/05,ESEA Autumn 2021 Cash Cup 6 North America,Triumph,United States,Overpass,16,14,W
ATK,2021/12/02,ESL Challenger Anaheim 2022 North America Open Qualifier 2,Bad News Bears,United States,Ancient,11,16,L
ATK,2021/11/19,ESEA Premier Season 39 North America,Party Astronauts,United States,Inferno,6,16,L
ATK,2021/11/19,ESEA Premier Season 39 North America,Party Astronauts,United States,Nuke,8,16,L
ATK,2021/11/13,ESEA Autumn 2021 Cash Cup 5 North America,Triumph,United States,Inferno,12,16,L
ATK,2021/11/13,iBUYPOWER Mythic Masters Winter 2021,TeamOne,Brazil,Ancient,9,16,L
ATK,2021/11/13,iBUYPOWER Mythic Masters Winter 2021,TeamOne,Brazil,Inferno,10,16,L
ATK,2021/11/12,iBUYPOWER Mythic Masters Winter 2021,Extra Salt,North America,Overpass,9,16,L
ATK,2021/11/12,iBUYPOWER Mythic Masters Winter 2021,Extra Salt,North America,Vertigo,10,16,L
ATK,2021/11/12,ESEA Premier Season 39 North America,TeamOne,Brazil,Inferno,14,16,L
ATK,2021/11/12,ESEA Premier Season 39 North America,TeamOne,Brazil,Ancient,16,9,W
ATK,2021/11/12,ESEA Premier Season 39 North America,TeamOne,Brazil,Nuke,5,16,L
ATK,2021/11/11,ESEA Premier Season 39 North America,Springroll,United States,Overpass,16,6,W
ATK,2021/11/11,ESEA Premier Season 39 North America,Springroll,United States,Nuke,16,8,W
ATK,2021/11/11,ESEA Premier Season 39 North America,Springroll,United States,Mirage,16,19,L
ATK,2021/11/10,iBUYPOWER Mythic Masters Winter 2021 Open Qualifier,Strife,United States,Nuke,16,11,W
ATK,2021/11/10,iBUYPOWER Mythic Masters Winter 2021 Open Qualifier,Strife,United States,Vertigo,16,7,W
ATK,2021/11/09,iBUYPOWER Mythic Masters Winter 2021 Open Qualifier,Goomba Stomp,United States,Vertigo,16,6,W
ATK,2021/11/09,iBUYPOWER Mythic Masters Winter 2021 Open Qualifier,Goomba Stomp,United States,Mirage,16,12,W
ATK,2021/11/09,iBUYPOWER Mythic Masters Winter 2021 Open Qualifier,Northern Forces,United States,Nuke,16,14,W
ATK,2021/11/08,ESEA Autumn 2021 Cash Cup 4 North America,Verum,United States,Vertigo,16,14,W
ATK,2021/11/08,ESEA Autumn 2021 Cash Cup 4 North America,Verum,United States,Inferno,19,16,W
ATK,2021/11/08,ESEA Autumn 2021 Cash Cup 4 North America,Verum,United States,Nuke,14,16,L
ATK,2021/11/07,ESEA Autumn 2021 Cash Cup 4 North America,Party Astronauts,United States,Inferno,9,16,L
ATK,2021/11/07,ESEA Autumn 2021 Cash Cup 4 North America,Party Astronauts,United States,Nuke,9,16,L
ATK,2021/11/04,ESEA Premier Season 39 North America,RBG,United States,Overpass,14,16,L
ATK,2021/11/04,ESEA Premier Season 39 North America,RBG,United States,Nuke,16,9,W
ATK,2021/11/04,ESEA Premier Season 39 North America,RBG,United States,Inferno,8,16,L
ATK,2021/10/23,ESEA Autumn 2021 Cash Cup 3 North America,ChocoCheck,United States,Inferno,17,19,L
ATK,2021/10/17,ESEA Autumn 2021 Cash Cup 2 North America,Triumph,United States,Inferno,23,25,L
ATK,2021/10/17,ESEA Autumn 2021 Cash Cup 2 North America,Triumph,United States,Nuke,14,16,L
ATK,2021/10/17,ESEA Autumn 2021 Cash Cup 2 North America,TeamOne,Brazil,Inferno,9,16,L
ATK,2021/10/17,ESEA Autumn 2021 Cash Cup 2 North America,TeamOne,Brazil,Ancient,3,16,L
ATK,2021/10/16,ESEA Autumn 2021 Cash Cup 2 North America,Levitate,United States,Inferno,16,5,W
ATK,2021/10/11,ESEA Advanced Season 38 North America,GODSENT,Brazil,Mirage,1,16,L
ATK,2021/10/11,ESEA Advanced Season 38 North America,GODSENT,Brazil,Vertigo,12,16,L
ATK,2021/10/09,ESEA Advanced Season 38 North America,DETONATE,United States,Inferno,16,13,W
ATK,2021/10/09,ESEA Advanced Season 38 North America,DETONATE,United States,Vertigo,16,4,W
